region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,2.17
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,2.38
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2.33
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1.67
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2.61
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1.62
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,2.08
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,1.84
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,1.61
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,1.31
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,1.18
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,1.3
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1.47
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1.54
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1.32
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1.29
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1.2
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1.13
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,0.94
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,0.88
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,0.81
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,0.6
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,0.83
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,0.46
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,0.68
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,0.62
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,0.57
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,0.51
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,0.46
Marlborough,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,0.48
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,3.83
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,3.13
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,32.18
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,32.01
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,28.88
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,29.79
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,27.94
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,25.45
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,24.33
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,22.7
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,20.15
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,20.36
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,18.02
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,17.68
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,22.27
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,15.88
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,14.75
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,27.43
Northland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,25.03
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,3.68
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,3.47
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2.52
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,2.19
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2.01
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2.07
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1.78
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1.96
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,2.3
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2.1
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1.5
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2.16
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1.37
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,1.95
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,2
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,1.96
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,1.69
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,1.52
Otago,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,1.49
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,5.11
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,4.78
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,3.66
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,3.28
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,3.05
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,3.06
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,3.34
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,3.73
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,3.03
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,3
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2.17
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,3.17
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,2.01
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,2.84
Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,2.6
