year,nzsioc,nzsioc_descriptor,nzsioc_descriptor2,variable,units,magnitude,source,data_value
2024,PP1,Education and training,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,12277.64
2024,PP1,Education and training,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2024,PP1,Education and training,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2024,PP1,Education and training,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,12277.64
2007,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,282.72
2007,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.92
2007,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,42.54
2007,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2007,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2007,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,16.75
2007,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,19.57
2007,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2007,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,282715.23
2007,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,42538.31
2007,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,921.51
2007,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2007,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,16747.94
2007,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2007,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2007,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,19567.94
2008,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,315.02
2008,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.98
2008,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,50.51
2008,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2008,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2008,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,20.18
2008,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,23
2008,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2008,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,315016.55
2008,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,50510
2008,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,983.44
2008,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2008,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,20180.04
2008,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2008,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2008,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,23000.04
2009,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,305.94
2009,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.93
2009,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,50.92
2009,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2009,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2009,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,22.8
2009,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25.62
2009,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2009,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,305937.09
2009,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,50923.33
2009,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,926.7
2009,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2009,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,22795.96
2009,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2009,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2009,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,25615.96
2010,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,321.31
2010,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.91
2010,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,51.16
2010,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2010,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2010,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,22.13
2010,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24.95
2010,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2010,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,321310.64
2010,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,51158.04
2010,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,905.45
2010,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2010,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,22127.69
2010,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2010,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2010,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,24947.69
2011,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,301.14
2011,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.78
2011,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,50.72
2011,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2011,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0
2011,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24.83
2011,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,27.66
2011,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2011,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,301137.61
2011,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,50719.36
2011,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,775.35
2011,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2011,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,24833.27
2011,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2011,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,3.56
2011,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,27656.83
2012,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,310.33
2012,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.76
2012,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,51.36
2012,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2012,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0
2012,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,28.21
2012,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,31.04
2012,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2012,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,310332.56
2012,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,51360.24
2012,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,764.3
2012,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2012,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,28214.38
2012,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2012,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,3.56
2012,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,31037.94
2013,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,296.57
2013,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.73
2013,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,54.98
2013,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2013,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0
2013,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,27.76
2013,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,30.58
2013,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2013,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,296566.39
2013,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,54982.49
2013,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,728.4
2013,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2013,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,27758.21
2013,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2013,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,4.91
2013,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,30583.12
2014,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,278.6
2014,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.63
2014,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,54.86
2014,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2014,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0
2014,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,21.53
2014,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24.35
2014,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2014,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,278602.46
2014,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,54864.38
2014,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,633.35
2014,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2014,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,21525.1
2014,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2014,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,4.91
2014,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,24350.02
2015,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,261.41
2015,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.57
2015,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,56.19
2015,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2015,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.01
2015,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,22.93
2015,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25.76
2015,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2015,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,261409.72
2015,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,56186.46
2015,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,566.56
2015,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2015,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,22929.88
2015,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2015,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,5.58
2015,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,25755.45
2016,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,263.37
2016,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.58
2016,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,55.21
2016,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2016,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.01
2016,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24.69
2016,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,27.51
2016,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2016,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,263369.47
2016,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,55213.85
2016,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,578.79
2016,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2016,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,24686.31
2016,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2016,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,5.03
2016,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,27511.34
2017,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,265.28
2017,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.57
2017,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,57.52
2017,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2017,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0
2017,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,18.78
2017,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,21.61
2017,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2017,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,265280.32
2017,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,57517.43
2017,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,573.48
2017,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2017,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,18781.75
2017,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2017,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,4.36
2017,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,21606.1
2018,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,243.17
2018,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.51
2018,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,75.01
2018,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2018,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.01
2018,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,16.55
2018,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,19.38
2018,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2018,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,243165.85
2018,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,75012.13
2018,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,506.57
2018,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2018,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,16552.28
2018,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2018,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,5.85
2018,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,19378.13
2019,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,249.19
2019,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.56
2019,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,75.83
2019,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2019,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.01
2019,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,29.15
2019,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,31.98
2019,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2019,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,249185.81
2019,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,75828.07
2019,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,555.47
2019,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2019,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,29152.66
2019,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2019,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,7.66
2019,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,31980.32
2020,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,240.91
2020,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.59
2020,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,68.21
2020,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2020,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.01
2020,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,21.67
2020,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24.5
2020,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2020,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,240908.27
2020,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,68211.09
2020,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,586.3
2020,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2020,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,21672.24
2020,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2020,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,8.55
2020,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,24500.79
2021,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,248.78
2021,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.59
2021,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,82.21
2021,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2021,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.01
2021,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25.71
2021,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,28.54
